Идентификатор рейса,Количество BSM в данном рейсе
8660591.0,112
8660594.0,31
8660595.0,30
8660596.0,46
8660598.0,21
8660599.0,14
8660600.0,33
8660603.0,40
8660604.0,87
8666330.0,39
8660606.0,48
8660607.0,40
8666331.0,36
8660608.0,356
8660609.0,80
8660613.0,56
8660615.0,42
8666332.0,92
8660617.0,46
8660619.0,36
8660622.0,46
8660623.0,62
8666333.0,103
8660624.0,40
8660627.0,117
8660628.0,174
8660629.0,75
8660632.0,31
8660634.0,50
8660635.0,60
8660636.0,108
8660638.0,239
8660639.0,167
8660640.0,71
8666334.0,142
8660642.0,25
8660643.0,70
8660645.0,70
8660646.0,83
8660648.0,77
8660649.0,62
8660652.0,51
8660656.0,42
8660658.0,52
8660659.0,145
8660661.0,22
8660663.0,43
8660664.0,43
8660666.0,13
8660667.0,57
8660670.0,44
8660672.0,33
8660674.0,21
8666335.0,39
8660682.0,14
8660683.0,171
8660684.0,58
8660685.0,72
8660689.0,217
8660690.0,95
8660692.0,132
8660693.0,88
8660695.0,57
8660696.0,80
8660697.0,142
8660700.0,36
8660701.0,78
8660702.0,56
8660703.0,31
8660704.0,60
8660705.0,124
8660707.0,45
8660709.0,51
8660711.0,19
8660712.0,55
8660713.0,61
8660715.0,51
8660716.0,73
8660717.0,23
8660718.0,120
8660721.0,55
8660723.0,62
8660726.0,67
8660727.0,93
8660728.0,53
8660732.0,49
8660733.0,64
8660734.0,44
8660739.0,80
8660740.0,59
8660742.0,118
8660745.0,132
8660746.0,24
8660748.0,93
8660752.0,97
8660754.0,121
8660757.0,34
8666337.0,53
8660758.0,36
8660761.0,45
8660762.0,32
8660763.0,46
8660764.0,45
8660765.0,43
8666341.0,152
8660768.0,37
8660769.0,104
8660773.0,28
8660775.0,72
8660777.0,144
8660779.0,37
8660780.0,225
8660781.0,161
8660782.0,113
8660786.0,47
8660788.0,24
8660789.0,60
8660791.0,27
8666342.0,163
8660793.0,66
8660794.0,50
8666343.0,79
8660797.0,54
8660802.0,47
8660803.0,72
8666344.0,56
8660804.0,26
8660805.0,120
8660806.0,29
8666345.0,35
8660812.0,66
8660814.0,79
8666346.0,38
8660817.0,49
8660823.0,115
8660825.0,86
8660831.0,98
8660837.0,26
8660838.0,63
8660847.0,22
8660849.0,75
8660850.0,65
8660853.0,58
8660855.0,122
8660857.0,33
8660858.0,157
8660859.0,50
8660861.0,56
8660864.0,38
8660866.0,28
8660867.0,55
8660868.0,83
8660870.0,45
8660871.0,75
8660872.0,38
8660875.0,32
8666347.0,71
8660877.0,94
8660878.0,78
8660881.0,56
8660882.0,59
8666351.0,42
8660883.0,83
8660885.0,49
8660886.0,71
8660888.0,48
8660890.0,61
8660893.0,80
8666352.0,52
8666354.0,48
8660896.0,163
8666356.0,168
8660898.0,43
8660900.0,63
8660901.0,75
8660904.0,63
8660906.0,41
8660909.0,117
8660910.0,80
8660911.0,49
8660915.0,69
8660916.0,49
8660917.0,36
8660919.0,30
8660920.0,50
8666357.0,35
8660923.0,79
8666358.0,42
8660925.0,63
8660927.0,53
8660930.0,66
8666359.0,64
8660934.0,183
8660935.0,60
8666361.0,92
8660937.0,57
8660938.0,19
8660942.0,43
8660944.0,56
8660945.0,149
8660946.0,49
8660950.0,57
8660951.0,43
8660956.0,56
8660957.0,74
8660960.0,32
8666364.0,90
8660964.0,74
8666365.0,204
8660967.0,418
8660969.0,116
8660970.0,50
8660973.0,86
8660975.0,82
8660976.0,81
8660977.0,96
8660980.0,56
8660981.0,169
8666367.0,150
8660982.0,63
8660983.0,64
8660988.0,364
8666369.0,82
8660990.0,26
8666370.0,146
8660991.0,52
8660995.0,310
8660996.0,202
8660998.0,91
8660999.0,44
8661002.0,228
8661004.0,28
8661005.0,70
8661006.0,73
8661008.0,60
8661012.0,70
8661014.0,52
8661015.0,54
8661016.0,49
8661020.0,68
8661021.0,41
8661022.0,58
8661024.0,45
8661026.0,80
8661030.0,63
8661037.0,304
8661041.0,255
8661043.0,127
8661045.0,48
8666375.0,91
8661047.0,235
8661048.0,45
8661051.0,75
8661053.0,25
8661055.0,56
8661057.0,112
8661060.0,167
8661061.0,27
8661062.0,244
8661064.0,75
8661065.0,238
8661068.0,33
8661071.0,43
8661072.0,29
8661073.0,65
8661074.0,139
8661077.0,160
8661081.0,53
8661082.0,51
8666377.0,59
8661088.0,38
8661089.0,150
8661095.0,31
8661096.0,62
8661098.0,61
8661100.0,40
8661102.0,26
8666382.0,53
8661104.0,155
8661105.0,66
8661107.0,42
8666383.0,32
8661110.0,398
8661112.0,210
8661114.0,52
8661116.0,270
8661118.0,105
8661119.0,401
8661122.0,90
8661124.0,372
8661125.0,66
8661129.0,55
8661130.0,38
8661132.0,84
8661133.0,76
8661136.0,57
8661139.0,89
8661141.0,82
8661142.0,85
8661143.0,50
8661152.0,34
8661153.0,55
8661154.0,325
8661158.0,48
8661159.0,28
8661163.0,91
8661166.0,65
8661168.0,270
8661170.0,254
8661173.0,38
8661176.0,54
8661178.0,66
8661181.0,82
8661184.0,65
8661187.0,21
8661188.0,324
8661194.0,57
8661195.0,62
8661196.0,237
8661197.0,41
8666386.0,117
8666391.0,37
8666393.0,24
8661201.0,394
8661204.0,52
8666394.0,12
8666397.0,166
8666398.0,45
8666403.0,69
8666404.0,68
8666407.0,23
8666410.0,25
8666413.0,13
8666414.0,42
8666416.0,15
8666419.0,110
8666422.0,19
8666424.0,23
8666425.0,28
8666426.0,42
8666429.0,20
8666430.0,14
8666431.0,51
8666434.0,34
8666435.0,89
8666436.0,46
8666437.0,38
8666442.0,41
8666443.0,39
8666445.0,44
8666447.0,33
8666450.0,43
8666451.0,113
8666454.0,26
8666456.0,77
8666458.0,191
8666460.0,48
8666461.0,59
8666462.0,106
8666463.0,242
8666465.0,62
8666466.0,100
8666467.0,71
8666468.0,96
8666472.0,70
8666473.0,66
8666474.0,70
8666475.0,130
8666478.0,60
8666481.0,49
8666482.0,16
8666483.0,50
8666484.0,38
8666487.0,23
8666488.0,43
8666491.0,53
8666494.0,13
8666497.0,32
8666498.0,44
8666499.0,49
8666501.0,23
8666510.0,54
8666511.0,32
8666512.0,215
8666514.0,71
8666516.0,127
8666517.0,93
8666519.0,89
8666521.0,136
8666524.0,355
8666525.0,78
8666526.0,78
8666527.0,27
8666528.0,55
8666529.0,56
8666530.0,53
8666531.0,31
8666532.0,80
8666535.0,48
8666536.0,45
8666537.0,54
8666539.0,14
8666540.0,59
8666541.0,53
8666543.0,81
8666544.0,124
8666545.0,59
8666547.0,67
8666548.0,85
8666549.0,277
8666553.0,67
8666555.0,54
8666556.0,44
8666557.0,87
8666559.0,48
8666560.0,38
8666561.0,63
8666566.0,37
8666567.0,79
8666568.0,120
8666570.0,24
8666571.0,59
8666573.0,87
8666575.0,116
8666577.0,99
8666579.0,34
8666581.0,35
8666582.0,30
8666583.0,45
8666584.0,45
8666586.0,43
8666587.0,44
8666590.0,33
8666591.0,103
8666594.0,29
8666597.0,74
8666598.0,218
8666599.0,35
8666605.0,45
8666606.0,25
8666608.0,58
8666609.0,26
8666611.0,246
8666614.0,59
8666615.0,156
8666618.0,47
8666622.0,26
8666623.0,84
8666624.0,116
8666629.0,80
8666633.0,55
8666634.0,77
8666636.0,43
8666639.0,85
8666642.0,82
8666643.0,115
8666648.0,30
8666653.0,169
8666654.0,59
8666659.0,260
8666663.0,69
8666664.0,26
8666673.0,22
8666676.0,78
8666731.0,40
8666735.0,86
8666737.0,112
8666738.0,63
8666740.0,46
8666742.0,50
8666743.0,70
8666744.0,37
8666745.0,31
8666749.0,53
8666750.0,50
8666754.0,107
8666759.0,180
8666761.0,55
8666762.0,59
8666764.0,55
8666768.0,57
8666769.0,38
8666770.0,42
8666771.0,54
8666774.0,56
8666775.0,55
8666776.0,43
8666780.0,62
8666781.0,75
8666783.0,34
8666787.0,44
8666789.0,416
8666792.0,38
8666795.0,81
8666796.0,82
8666797.0,78
8666798.0,91
8666800.0,53
8666802.0,63
8666803.0,62
8666805.0,239
8666808.0,364
8666812.0,27
8666813.0,182
8666816.0,309
8666819.0,72
8666820.0,45
8666821.0,32
8666822.0,230
8666823.0,71
8666826.0,71
8666827.0,54
8666828.0,74
8666831.0,51
8666834.0,44
8666836.0,68
8666837.0,40
8666841.0,58
8666843.0,64
8666852.0,61
8666854.0,68
8666857.0,306
8666861.0,117
8666864.0,136
8666867.0,48
8666870.0,225
8666871.0,46
8666873.0,71
8666874.0,56
8666876.0,110
8666878.0,165
8666880.0,24
8666882.0,242
8666884.0,28
8666888.0,74
8666890.0,53
8666891.0,32
8666892.0,64
8666893.0,44
8666894.0,30
8666899.0,63
8666901.0,30
8666903.0,48
8666905.0,52
8666909.0,35
8666911.0,192
8666914.0,61
8666915.0,32
8666916.0,70
8666919.0,58
8666920.0,398
8666922.0,28
8666923.0,66
8666924.0,40
8666925.0,166
8666926.0,191
8666928.0,65
8666930.0,398
8666933.0,41
8666934.0,207
8666938.0,55
8666940.0,254
8666942.0,103
8666945.0,148
8666946.0,165
8666949.0,107
8666950.0,374
8666952.0,276
8666953.0,40
8666955.0,54
8666957.0,146
8666959.0,70
8666960.0,66
8666961.0,57
8666963.0,46
8666966.0,88
8666967.0,173
8666969.0,140
8666970.0,81
8666971.0,49
8666976.0,34
8666978.0,160
8666982.0,326
8666986.0,66
8666987.0,28
8666989.0,259
8666991.0,92
8666993.0,64
8666997.0,37
8666999.0,50
8667000.0,55
8667002.0,184
8667005.0,82
8667006.0,39
8667011.0,22
8667014.0,327
8667015.0,63
8667017.0,58
8667022.0,34
8667024.0,238
8667025.0,392
8667027.0,70
8667028.0,42
8667029.0,37
8667031.0,44
8667032.0,42
8667035.0,105
8667036.0,57
8667037.0,31
8667039.0,25
8667042.0,32
8667043.0,186
8667044.0,77
8667047.0,77
8667048.0,23
8667050.0,321
8667051.0,71
8667055.0,43
8667057.0,265
8667062.0,316
8667064.0,45
8667068.0,55
8667069.0,31
8667072.0,45
8667074.0,296
8667076.0,36
8667079.0,38
8667080.0,90
8667081.0,42
8667082.0,27
8667086.0,63
8667087.0,83
8667090.0,32
8667092.0,69
8667095.0,165
8667096.0,53
8667097.0,59
8667099.0,53
8667102.0,64
8667103.0,45
8668275.0,56
8670241.0,41
8666301.0,49
8677217.0,47
8677218.0,35
8667686.0,55
8667688.0,46
8667690.0,184
8667691.0,28
8667693.0,36
8667694.0,54
8667696.0,83
8667697.0,74
8667698.0,38
8667700.0,45
8667702.0,33
8667704.0,104
8667706.0,71
8667708.0,80
8667709.0,58
8667711.0,50
8667713.0,48
8667717.0,60
8667718.0,79
8667721.0,56
8667724.0,70
8667725.0,43
8667726.0,72
8667415.0,20
8667289.0,34
8667291.0,85
8667292.0,81
8667293.0,82
8667294.0,74
8667295.0,46
8667296.0,218
8667298.0,49
8667299.0,79
8667302.0,109
8667304.0,196
8667305.0,38
8667306.0,38
8667309.0,48
8667310.0,390
8667311.0,37
8667312.0,39
8667313.0,39
8667315.0,230
8667317.0,35
8667319.0,340
8667322.0,104
8667323.0,96
8667324.0,39
8667325.0,53
8667330.0,78
8667331.0,38
8667333.0,36
8667334.0,56
8667335.0,86
8667336.0,123
8667340.0,43
8667341.0,52
8667342.0,49
8667343.0,95
8667346.0,185
8667347.0,36
8667348.0,58
8667349.0,42
8667350.0,401
8667351.0,65
8667353.0,92
8667354.0,58
8667358.0,140
8667360.0,154
8667365.0,59
8667371.0,32
8667372.0,38
8667382.0,25
8667385.0,13
8667387.0,51
8667390.0,44
8667391.0,282
8667395.0,67
8667396.0,68
8667398.0,25
8667399.0,24
8667402.0,42
8667403.0,14
8667408.0,15
8667410.0,109
8667284.0,49
8667416.0,28
8667418.0,24
8667420.0,20
8667421.0,7
8667422.0,52
8667425.0,34
8667426.0,90
8667428.0,46
8667430.0,358
8667432.0,41
8667434.0,77
8667436.0,55
8667437.0,37
8667438.0,39
8667440.0,44
8667442.0,33
8667444.0,42
8667445.0,112
8667446.0,38
8667450.0,205
8667452.0,26
8667454.0,48
8667455.0,59
8667458.0,59
8667459.0,105
8667460.0,243
8667461.0,168
8667463.0,67
8667464.0,71
8667466.0,64
8667467.0,23
8667468.0,86
8667470.0,75
8667472.0,60
8667474.0,78
8667476.0,49
8667478.0,147
8667479.0,50
8667480.0,41
8667482.0,23
8667483.0,44
8667485.0,58
8667488.0,54
8667489.0,14
8667493.0,32
8667494.0,44
8667495.0,24
8667505.0,33
8667506.0,54
8667507.0,179
8667508.0,164
8667510.0,93
8667511.0,215
8667516.0,137
8667517.0,89
8667519.0,138
8667521.0,78
8667522.0,55
8667523.0,55
8667524.0,33
8667525.0,74
8667526.0,31
8667529.0,48
8667531.0,45
8667532.0,54
8667533.0,21
8667535.0,59
8667536.0,55
8667538.0,62
8667539.0,70
8667542.0,33
8667543.0,80
8667544.0,57
8667546.0,62
8667548.0,54
8667549.0,87
8667551.0,67
8667553.0,72
8667554.0,43
8667556.0,49
8667557.0,102
8667562.0,79
8677219.0,52
8667567.0,119
8667569.0,125
8667570.0,24
8667572.0,86
8667574.0,59
8667575.0,116
8667577.0,99
8667581.0,35
8667582.0,36
8667585.0,46
8667586.0,45
8667587.0,31
8667588.0,44
8667589.0,33
8667591.0,43
8667593.0,103
8667596.0,74
8667599.0,29
8677220.0,31
8667601.0,135
8667602.0,35
8667603.0,216
8667605.0,162
8667607.0,113
8667612.0,45
8667613.0,26
8667614.0,58
8667616.0,27
8667617.0,246
8667618.0,59
8667621.0,50
8667622.0,59
8667627.0,47
8667628.0,60
8667629.0,25
8667630.0,29
8667632.0,114
8667638.0,55
8667640.0,76
8667642.0,47
8667648.0,179
8667650.0,114
8667652.0,82
8667658.0,58
8667661.0,26
8667664.0,58
8667672.0,78
8667674.0,23
8667677.0,63
8667679.0,58
8667680.0,116
8667682.0,32
8667728.0,77
8667729.0,61
8667731.0,40
8667735.0,87
8667738.0,63
8667739.0,45
8667741.0,111
8667742.0,38
8667743.0,49
8667744.0,70
8667746.0,31
8667747.0,75
8667750.0,60
8667752.0,62
8667754.0,52
8667759.0,180
8667760.0,55
8667762.0,59
8667765.0,57
8667767.0,19
8667769.0,42
8667770.0,50
8667773.0,157
8667774.0,56
8667775.0,42
8667777.0,55
8667779.0,53
8667782.0,74
8667786.0,34
8667788.0,49
8667791.0,416
8667796.0,112
8667797.0,79
8667798.0,38
8667800.0,78
8667801.0,89
8667802.0,82
8667804.0,148
8667806.0,63
8667807.0,63
8667809.0,62
8667813.0,364
8667817.0,50
8667818.0,27
8667820.0,202
8667821.0,310
8667823.0,47
8667824.0,91
8667826.0,231
8667827.0,32
8667829.0,71
8667831.0,54
8667833.0,93
8667836.0,59
8667839.0,49
8667840.0,51
8667843.0,44
8667844.0,40
8667846.0,68
8667847.0,59
8667853.0,64
8667863.0,307
8667864.0,79
8667866.0,256
8667869.0,116
8667872.0,48
8667874.0,227
8667875.0,46
8667876.0,110
8667878.0,27
8667879.0,71
8667880.0,56
8667883.0,167
8667886.0,242
8667887.0,28
8667889.0,48
8667892.0,237
8667893.0,74
8667894.0,32
8667895.0,52
8667897.0,45
8667900.0,65
8667901.0,30
8667902.0,174
8667904.0,166
8667907.0,52
8667908.0,48
8667912.0,35
8667919.0,32
8667920.0,61
8667922.0,58
8667925.0,41
8667926.0,28
8667930.0,157
8667931.0,65
8667933.0,398
8667934.0,41
8667937.0,206
8667941.0,55
8667942.0,271
8667945.0,103
8667946.0,399
8667948.0,84
8667949.0,374
8667951.0,91
8667953.0,66
8667956.0,53
8667957.0,40
8667960.0,73
8667961.0,83
8667963.0,57
8667966.0,88
8667969.0,79
8667970.0,81
8667971.0,50
8667976.0,35
8667982.0,328
8667984.0,47
8667986.0,29
8667988.0,92
8667992.0,278
8667993.0,64
8667996.0,49
8667997.0,252
8668000.0,37
8668001.0,38
8668002.0,55
8668005.0,63
8668007.0,82
8668012.0,63
8668013.0,289
8668017.0,22
8668018.0,58
8668022.0,63
8668023.0,36
8668025.0,239
8668029.0,392
8668031.0,49
8668032.0,71
8668033.0,41
8668035.0,44
8668038.0,42
8668040.0,198
8668042.0,31
8668046.0,25
8668049.0,65
8668050.0,182
8668053.0,36
8668054.0,77
8668055.0,77
8668059.0,70
8668060.0,217
8668061.0,44
8668066.0,326
8668069.0,24
8668071.0,45
8668074.0,55
8668076.0,31
8668078.0,295
8668081.0,46
8668082.0,36
8668088.0,90
8668090.0,42
8668092.0,28
8668095.0,64
8668096.0,33
8668097.0,32
8668098.0,61
8668100.0,77
8668101.0,59
8668102.0,54
8668103.0,64
8668105.0,50
8668106.0,53
8668107.0,45
8668109.0,64
8668277.0,56
8670243.0,50
8677161.0,71
8668645.0,58
8668647.0,26
8668655.0,78
8668656.0,23
8668658.0,30
8668661.0,128
8668663.0,63
8668664.0,58
8668666.0,32
8668669.0,55
8668672.0,48
8668673.0,28
8668674.0,36
8668675.0,61
8668676.0,54
8668679.0,74
8668680.0,174
8668681.0,38
8668684.0,33
8668687.0,104
8668689.0,80
8668690.0,58
8668694.0,48
8668695.0,50
8668698.0,79
8668700.0,56
8668702.0,169
8668280.0,177
8668284.0,49
8668285.0,85
8668289.0,23
8668290.0,82
8668291.0,75
8668292.0,82
8668293.0,46
8668295.0,215
8668297.0,49
8668298.0,82
8668299.0,79
8668301.0,38
8668302.0,38
8668304.0,48
8668306.0,175
8668307.0,37
8668308.0,39
8668309.0,230
8668311.0,48
8668313.0,34
8668315.0,151
8668316.0,93
8668318.0,106
8668319.0,53
8668320.0,165
8668325.0,78
8668327.0,57
8668328.0,39
8668329.0,36
8668330.0,123
8668331.0,177
8668332.0,86
8668334.0,161
8668337.0,52
8668339.0,43
8668340.0,50
8668342.0,36
8668343.0,58
8668344.0,49
8668345.0,64
8668346.0,142
8668348.0,91
8668349.0,166
8668351.0,93
8668353.0,150
8668356.0,83
8668359.0,133
8668363.0,67
8668368.0,41
8668369.0,31
8668371.0,115
8668376.0,6
8668378.0,25
8668379.0,51
8668384.0,26
8668389.0,68
8668390.0,67
8668391.0,25
8668392.0,24
8668393.0,23
8668397.0,14
8668401.0,42
8668407.0,107
8668409.0,21
8668410.0,15
8668413.0,24
8668414.0,97
8668415.0,52
8668416.0,7
8668418.0,20
8668421.0,35
8668422.0,46
8668424.0,90
8668425.0,253
8668426.0,77
8668428.0,41
8668430.0,38
8668432.0,294
8668433.0,55
8668436.0,44
8668437.0,33
8668440.0,42
8668442.0,111
8668444.0,26
8668447.0,48
8668448.0,59
8668450.0,187
8668451.0,59
8668453.0,104
8668454.0,166
8668455.0,93
8668456.0,67
8668458.0,23
8668460.0,63
8668461.0,71
8668462.0,75
8668465.0,59
8668466.0,49
8668468.0,79
8668471.0,49
8668472.0,38
8668473.0,49
8668474.0,43
8668475.0,253
8668478.0,23
8668480.0,14
8668481.0,54
8668483.0,65
8668485.0,44
8668487.0,49
8668488.0,25
8668492.0,60
8668494.0,220
8668497.0,53
8668499.0,34
8668501.0,70
8668504.0,94
8668505.0,138
8668506.0,89
8668507.0,81
8668510.0,346
8668511.0,54
8668512.0,41
8668513.0,74
8668514.0,27
8668515.0,31
8668518.0,76
8668519.0,40
8668520.0,54
8668522.0,48
8668524.0,57
8668525.0,59
8668526.0,79
8668528.0,125
8668530.0,33
8668531.0,57
8668533.0,65
8668535.0,67
8668536.0,60
8668538.0,54
8668541.0,72
8668542.0,49
8668543.0,26
8668548.0,79
8668550.0,118
8668552.0,24
8668553.0,60
8668556.0,95
8668557.0,61
8668559.0,123
8668560.0,116
8668563.0,48
8668564.0,36
8668568.0,32
8668569.0,46
8668570.0,45
8668572.0,33
8668574.0,43
8668576.0,102
8668577.0,29
8668579.0,74
8668581.0,38
8668582.0,35
8668583.0,214
8668588.0,45
8668590.0,43
8668591.0,27
8668593.0,80
8668594.0,72
8668595.0,58
8668596.0,27
8668598.0,156
8668599.0,246
8668602.0,52
8668604.0,47
8668608.0,154
8668610.0,25
8668611.0,112
8668613.0,30
8668614.0,79
8668616.0,437
8668620.0,55
8668622.0,76
8668625.0,86
8668632.0,81
8668633.0,112
8668638.0,58
8668643.0,261
8668704.0,43
8668707.0,69
8668708.0,62
8668710.0,69
8668711.0,40
8668714.0,87
8668717.0,63
8668718.0,111
8668720.0,44
8668721.0,49
8668722.0,38
8668723.0,79
8668726.0,53
8668730.0,61
8668731.0,44
8668735.0,52
8668740.0,55
8668741.0,180
8668743.0,76
8668745.0,59
8668747.0,56
8668748.0,38
8668753.0,42
8668754.0,53
8668755.0,56
8668757.0,42
8668758.0,55
8668761.0,74
8668767.0,100
8668768.0,34
8668769.0,44
8668772.0,50
8668776.0,416
8668777.0,56
8668778.0,39
8668779.0,79
8668782.0,82
8668783.0,78
8668785.0,62
8668789.0,62
8668790.0,238
8668794.0,365
8668796.0,27
8668799.0,310
8668800.0,185
8668803.0,39
8668805.0,70
8668806.0,33
8668808.0,71
8668810.0,53
8668812.0,70
8668817.0,102
8668818.0,49
8668820.0,51
8668821.0,44
8668823.0,40
8668824.0,68
8668825.0,63
8668826.0,59
8668829.0,64
8668842.0,79
8668843.0,137
8668846.0,115
8668849.0,48
8668850.0,230
8668852.0,46
8668854.0,109
8668855.0,56
8668856.0,73
8668860.0,371
8668862.0,241
8668863.0,28
8668869.0,52
8668870.0,45
8668872.0,30
8668874.0,63
8668876.0,58
8668880.0,30
8668881.0,48
8668882.0,52
8668887.0,35
8668891.0,190
8668894.0,32
8668895.0,33
8668896.0,58
8668897.0,41
8668898.0,28
8668900.0,66
8668903.0,157
8668904.0,41
8668905.0,399
8668908.0,65
8668909.0,128
8668911.0,205
8668914.0,56
8668915.0,98
8668916.0,255
8668918.0,400
8668921.0,102
8668923.0,150
8668925.0,90
8668926.0,375
8668930.0,223
8668932.0,40
8668933.0,53
8668934.0,53
8668936.0,72
8668937.0,109
8668938.0,57
8668943.0,88
8668944.0,81
8668946.0,50
8668948.0,80
8668953.0,35
8668956.0,327
8668958.0,47
8668961.0,29
8668964.0,257
8668965.0,92
8668966.0,64
8668971.0,38
8668972.0,55
8668973.0,36
8668976.0,22
8668978.0,82
8668981.0,62
8668983.0,297
8668984.0,82
8668987.0,57
8668988.0,63
8668990.0,350
8668993.0,239
8668995.0,52
8669000.0,392
8669002.0,31
8669003.0,41
8669004.0,44
8669008.0,42
8669009.0,31
8669010.0,44
8669011.0,56
8669013.0,25
8669014.0,119
8669016.0,198
8669017.0,32
8669020.0,178
8669021.0,76
8669025.0,77
8669026.0,70
8669028.0,323
8669031.0,263
8669033.0,44
8669036.0,316
8669039.0,93
8669042.0,31
8669044.0,45
8669046.0,46
8669049.0,36
8669054.0,38
8669055.0,90
8669057.0,42
8669059.0,28
8669061.0,84
8669063.0,64
8669065.0,33
8669067.0,53
8669068.0,59
8669069.0,71
8669074.0,45
8669075.0,74
8669076.0,53
8670245.0,53
8675005.0,154
8682766.0,36
8682767.0,33
8677223.0,47
8669636.0,83
8669639.0,38
8669640.0,45
8669642.0,57
8669645.0,33
8669650.0,92
8669651.0,105
8669652.0,59
8669654.0,50
8669656.0,32
8669658.0,79
8669659.0,59
8669660.0,39
8669661.0,55
8669664.0,188
8669667.0,43
8669668.0,69
8669671.0,62
8669672.0,68
8669676.0,87
8669677.0,64
8669678.0,42
8669680.0,110
8669682.0,49
8669683.0,38
8669684.0,69
8669686.0,54
8669687.0,52
8669690.0,51
8669252.0,25
8669254.0,85
8669256.0,82
8669257.0,75
8669258.0,82
8669259.0,46
8669261.0,49
8669262.0,213
8669263.0,82
8669265.0,78
8669266.0,108
8669268.0,38
8669269.0,38
8669270.0,38
8669272.0,48
8669273.0,37
8669274.0,48
8669276.0,231
8669278.0,33
8669279.0,97
8669280.0,106
8669282.0,39
8669283.0,215
8669284.0,53
8669288.0,149
8669289.0,77
8669290.0,39
8669292.0,36
8669293.0,86
8669295.0,160
8669299.0,50
8669300.0,44
8669301.0,52
8669304.0,58
8669305.0,36
8669306.0,49
8669307.0,152
8669308.0,64
8669310.0,91
8669312.0,128
8669313.0,57
8669316.0,149
8669318.0,113
8669319.0,168
8669320.0,70
8669323.0,127
8669326.0,66
8669331.0,31
8669332.0,51
8669335.0,114
8669341.0,25
8669342.0,6
8669346.0,26
8669350.0,44
8669352.0,67
8669353.0,67
8669355.0,25
8669356.0,24
8669359.0,14
8669361.0,41
8669365.0,105
8669369.0,21
8669370.0,15
8669372.0,24
8669373.0,28
8669375.0,20
8669376.0,59
8669377.0,7
8669378.0,53
8669382.0,49
8669383.0,35
8669384.0,53
8669386.0,46
8669387.0,175
8669390.0,41
8669391.0,55
8669393.0,33
8669397.0,110
8669401.0,26
8669402.0,48
8669404.0,59
8669405.0,104
8669407.0,188
8669408.0,59
8669409.0,77
8669410.0,164
8669411.0,100
8669412.0,71
8669413.0,87
8669416.0,62
8669418.0,74
8669419.0,92
8669420.0,59
8669422.0,48
8669423.0,16
8669426.0,46
8669428.0,49
8669429.0,41
8669430.0,254
8669431.0,43
8669432.0,24
8669434.0,44
8669436.0,14
8669437.0,54
8669439.0,48
8669442.0,44
8669444.0,32
8669445.0,25
8669453.0,53
8669454.0,34
8669456.0,70
8669457.0,94
8669459.0,214
8669460.0,90
8669461.0,139
8669464.0,77
8669465.0,54
8669466.0,76
8669469.0,27
8669472.0,37
8669473.0,31
8669475.0,46
8669478.0,80
8669479.0,15
8669481.0,54
8669482.0,59
8669484.0,58
8669485.0,79
8669486.0,60
8669487.0,126
8669491.0,58
8669492.0,66
8669493.0,140
8669495.0,54
8669496.0,67
8669499.0,60
8669500.0,220
8669502.0,64
8669503.0,50
8669505.0,44
8669509.0,80
8669511.0,118
8669514.0,24
8669515.0,125
8669516.0,85
8669517.0,60
8669519.0,123
8669521.0,99
8669525.0,35
8669526.0,37
8669527.0,45
8669529.0,32
8669530.0,45
8669532.0,43
8669534.0,33
8669536.0,102
8669537.0,48
8669539.0,29
8669540.0,74
8669542.0,344
8669543.0,213
8669545.0,35
8669547.0,120
8669551.0,45
8669552.0,27
8669553.0,78
8669554.0,43
8669555.0,58
8669558.0,27
8669561.0,58
8669562.0,50
8669565.0,153
8669566.0,52
8669570.0,47
8669571.0,25
8669573.0,60
8669574.0,56
8669575.0,110
8669576.0,30
8669580.0,79
8669583.0,55
8669586.0,47
8669591.0,81
8669592.0,111
8669597.0,30
8669601.0,58
8669605.0,58
8669607.0,26
8669616.0,78
8669619.0,83
8669620.0,23
8669622.0,128
8669624.0,32
8669625.0,73
8669628.0,55
